year,month,produced_material,produced_material_production_type,produced_material_release_type,produced_material_quantity,component_material,component_material_production_type,component_material_release_type,component_material_quantity,plant_id
2024,8,80012,8001,PROD,"1,725.00",80002,8000,PROD,"1,904.00",RLT_14
2024,8,80012,8001,PROD,"1,725.00",90014,,ADD,100.00,RLT_14
2024,8,80002,8000,PROD,"1,941.00",70002,,RM,"2,655.00",RLT_14
2024,8,80002,8000,PROD,"1,941.00",90015,,ADD,64.00,RLT_14
2024,9,10002,8002,FIN,"1,040.00",50002,8002,PROD,"1,040.00",RLT_14
2024,9,50002,8002,PROD,720.00,80072,8007,PROD,982.00,RLT_14
2024,9,50002,8002,PROD,720.00,90010,,ADD,52.00,RLT_14
2024,9,50002,8002,PROD,720.00,90011,,ADD,21.00,RLT_14
2024,9,80072,8007,PROD,977.00,80012,8001,PROD,"3,226.00",RLT_14
2024,9,80072,8007,PROD,977.00,90012,,ADD,29.00,RLT_14
2024,9,80072,8007,PROD,977.00,90013,,ADD,9.00,RLT_14
2024,9,80012,8001,PROD,"1,679.00",80002,8000,PROD,"1,910.00",RLT_14
2024,9,80012,8001,PROD,"1,679.00",90014,,ADD,91.00,RLT_14
2024,9,80002,8000,PROD,"1,924.00",70002,,RM,"2,434.00",RLT_14
2024,9,80002,8000,PROD,"1,924.00",90015,,ADD,71.00,RLT_14
2024,10,10002,8002,FIN,949.00,50002,8002,PROD,949.00,RLT_14
2024,10,50002,8002,PROD,745.00,80072,8007,PROD,820.00,RLT_14
2024,10,50002,8002,PROD,745.00,90010,,ADD,48.00,RLT_14
2024,10,50002,8002,PROD,745.00,90011,,ADD,22.00,RLT_14
2024,10,80072,8007,PROD,895.00,80012,8001,PROD,"3,258.00",RLT_14
2024,10,80072,8007,PROD,895.00,90012,,ADD,27.00,RLT_14
2024,10,80072,8007,PROD,895.00,90013,,ADD,11.00,RLT_14
2024,10,80012,8001,PROD,"1,686.00",80002,8000,PROD,"1,847.00",RLT_14
2024,10,80012,8001,PROD,"1,686.00",90014,,ADD,103.00,RLT_14
2024,10,80002,8000,PROD,"1,972.00",70002,,RM,"2,550.00",RLT_14
2024,10,80002,8000,PROD,"1,972.00",90015,,ADD,64.00,RLT_14
2024,11,10002,8002,FIN,"1,069.00",50002,8002,PROD,"1,069.00",RLT_14
2024,11,50002,8002,PROD,766.00,80072,8007,PROD,880.00,RLT_14
2024,11,50002,8002,PROD,766.00,90010,,ADD,49.00,RLT_14
2024,11,50002,8002,PROD,766.00,90011,,ADD,22.00,RLT_14
2024,11,80072,8007,PROD,816.00,80012,8001,PROD,"3,251.00",RLT_14
2024,11,80072,8007,PROD,816.00,90012,,ADD,32.00,RLT_14
2024,11,80072,8007,PROD,816.00,90013,,ADD,11.00,RLT_14
2024,11,80012,8001,PROD,"1,709.00",80002,8000,PROD,"1,871.00",RLT_14
2024,11,80012,8001,PROD,"1,709.00",90014,,ADD,100.00,RLT_14
2024,11,80002,8000,PROD,"1,887.00",70002,,RM,"2,766.00",RLT_14
2024,11,80002,8000,PROD,"1,887.00",90015,,ADD,76.00,RLT_14
2024,12,10002,8002,FIN,957.00,50002,8002,PROD,957.00,RLT_14
2024,12,50002,8002,PROD,820.00,80072,8007,PROD,998.00,RLT_14
2024,12,50002,8002,PROD,820.00,90010,,ADD,52.00,RLT_14
2024,12,50002,8002,PROD,820.00,90011,,ADD,19.00,RLT_14
2024,12,80072,8007,PROD,972.00,80012,8001,PROD,"3,635.00",RLT_14
2024,12,80072,8007,PROD,972.00,90012,,ADD,29.00,RLT_14
2024,12,80072,8007,PROD,972.00,90013,,ADD,10.00,RLT_14
2024,12,80012,8001,PROD,"1,956.00",80002,8000,PROD,"1,909.00",RLT_14
2024,12,80012,8001,PROD,"1,956.00",90014,,ADD,98.00,RLT_14
2024,12,80002,8000,PROD,"1,905.00",70002,,RM,"2,521.00",RLT_14
2024,12,80002,8000,PROD,"1,905.00",90015,,ADD,63.00,RLT_14
2024,1,10003,8002,FIN,"1,030.00",50003,8002,PROD,"1,030.00",RLT_14
2024,1,50003,8002,PROD,819.00,80073,8007,PROD,976.00,RLT_14
2024,1,50003,8002,PROD,819.00,90015,,ADD,54.00,RLT_14
2024,1,50003,8002,PROD,819.00,90016,,ADD,21.00,RLT_14
2024,1,80073,8007,PROD,963.00,80013,8001,PROD,"3,475.00",RLT_14
2024,1,80073,8007,PROD,963.00,90017,,ADD,28.00,RLT_14
2024,1,80073,8007,PROD,963.00,90018,,ADD,10.00,RLT_14
2024,1,80013,8001,PROD,"1,897.00",80003,8000,PROD,"1,688.00",RLT_14
2024,1,80013,8001,PROD,"1,897.00",90019,,ADD,97.00,RLT_14
2024,1,80003,8000,PROD,"1,803.00",70003,,RM,"2,522.00",RLT_14
2024,1,80003,8000,PROD,"1,803.00",90020,,ADD,66.00,RLT_14
2024,2,10003,8002,FIN,951.00,50003,8002,PROD,951.00,RLT_14
2024,2,50003,8002,PROD,768.00,80073,8007,PROD,783.00,RLT_14
2024,2,50003,8002,PROD,768.00,90015,,ADD,51.00,RLT_14
2024,2,50003,8002,PROD,768.00,90016,,ADD,22.00,RLT_14
2024,2,80073,8007,PROD,860.00,80013,8001,PROD,"4,022.00",RLT_14
2024,2,80073,8007,PROD,860.00,90017,,ADD,32.00,RLT_14
2024,2,80073,8007,PROD,860.00,90018,,ADD,10.00,RLT_14
2024,2,80013,8001,PROD,"1,926.00",80003,8000,PROD,"1,985.00",RLT_14
2024,2,80013,8001,PROD,"1,926.00",90019,,ADD,106.00,RLT_14
2024,2,80003,8000,PROD,"1,868.00",70003,,RM,"2,561.00",RLT_14
2024,2,80003,8000,PROD,"1,868.00",90020,,ADD,70.00,RLT_14
2024,3,10003,8002,FIN,"1,089.00",50003,8002,PROD,"1,089.00",RLT_14
2024,3,50003,8002,PROD,844.00,80073,8007,PROD,941.00,RLT_14
2024,3,50003,8002,PROD,844.00,90015,,ADD,55.00,RLT_14
2024,3,50003,8002,PROD,844.00,90016,,ADD,22.00,RLT_14
2024,3,80073,8007,PROD,905.00,80013,8001,PROD,"3,641.00",RLT_14
2024,3,80073,8007,PROD,905.00,90017,,ADD,32.00,RLT_14
2024,3,80073,8007,PROD,905.00,90018,,ADD,10.00,RLT_14
2024,3,80013,8001,PROD,"1,820.00",80003,8000,PROD,"1,885.00",RLT_14
2024,3,80013,8001,PROD,"1,820.00",90019,,ADD,108.00,RLT_14
2024,3,80003,8000,PROD,"1,923.00",70003,,RM,"2,328.00",RLT_14
2024,3,80003,8000,PROD,"1,923.00",90020,,ADD,68.00,RLT_14
2024,4,10003,8002,FIN,"1,047.00",50003,8002,PROD,"1,047.00",RLT_14
2024,4,50003,8002,PROD,780.00,80073,8007,PROD,878.00,RLT_14
2024,4,50003,8002,PROD,780.00,90015,,ADD,51.00,RLT_14
2024,4,50003,8002,PROD,780.00,90016,,ADD,22.00,RLT_14
2024,4,80073,8007,PROD,842.00,80013,8001,PROD,"3,353.00",RLT_14
2024,4,80073,8007,PROD,842.00,90017,,ADD,30.00,RLT_14
2024,4,80073,8007,PROD,842.00,90018,,ADD,10.00,RLT_14
2024,4,80013,8001,PROD,"1,749.00",80003,8000,PROD,"1,940.00",RLT_14
2024,4,80013,8001,PROD,"1,749.00",90019,,ADD,102.00,RLT_14
2024,4,80003,8000,PROD,"2,049.00",70003,,RM,"2,644.00",RLT_14
2024,4,80003,8000,PROD,"2,049.00",90020,,ADD,76.00,RLT_14
2024,5,10003,8002,FIN,"1,006.00",50003,8002,PROD,"1,006.00",RLT_14
2024,5,50003,8002,PROD,830.00,80073,8007,PROD,883.00,RLT_14
2024,5,50003,8002,PROD,830.00,90015,,ADD,47.00,RLT_14
2024,5,50003,8002,PROD,830.00,90016,,ADD,19.00,RLT_14
2024,5,80073,8007,PROD,964.00,80013,8001,PROD,"3,545.00",RLT_14
2024,5,80073,8007,PROD,964.00,90017,,ADD,32.00,RLT_14
2024,5,80073,8007,PROD,964.00,90018,,ADD,9.00,RLT_14
2024,5,80013,8001,PROD,"1,667.00",80003,8000,PROD,"2,058.00",RLT_14
2024,5,80013,8001,PROD,"1,667.00",90019,,ADD,107.00,RLT_14
2024,5,80003,8000,PROD,"2,142.00",70003,,RM,"2,926.00",RLT_14
2024,5,80003,8000,PROD,"2,142.00",90020,,ADD,64.00,RLT_14
2024,6,10003,8002,FIN,922.00,50003,8002,PROD,922.00,RLT_14
2024,6,50003,8002,PROD,746.00,80073,8007,PROD,856.00,RLT_14
2024,6,50003,8002,PROD,746.00,90015,,ADD,49.00,RLT_14
2024,6,50003,8002,PROD,746.00,90016,,ADD,21.00,RLT_14
2024,6,80073,8007,PROD,880.00,80013,8001,PROD,"3,451.00",RLT_14
2024,6,80073,8007,PROD,880.00,90017,,ADD,29.00,RLT_14
2024,6,80073,8007,PROD,880.00,90018,,ADD,10.00,RLT_14
2024,6,80013,8001,PROD,"1,783.00",80003,8000,PROD,"1,895.00",RLT_14
2024,6,80013,8001,PROD,"1,783.00",90019,,ADD,90.00,RLT_14
2024,6,80003,8000,PROD,"1,852.00",70003,,RM,"2,384.00",RLT_14
2024,6,80003,8000,PROD,"1,852.00",90020,,ADD,71.00,RLT_14
2024,7,10003,8002,FIN,"1,037.00",50003,8002,PROD,"1,037.00",RLT_14
2024,7,50003,8002,PROD,859.00,80073,8007,PROD,856.00,RLT_14
2024,7,50003,8002,PROD,859.00,90015,,ADD,47.00,RLT_14
2024,7,50003,8002,PROD,859.00,90016,,ADD,20.00,RLT_14
2024,7,80073,8007,PROD,814.00,80013,8001,PROD,"3,696.00",RLT_14
2024,7,80073,8007,PROD,814.00,90017,,ADD,33.00,RLT_14
2024,7,80073,8007,PROD,814.00,90018,,ADD,11.00,RLT_14
2024,7,80013,8001,PROD,"1,821.00",80003,8000,PROD,"1,884.00",RLT_14
2024,7,80013,8001,PROD,"1,821.00",90019,,ADD,96.00,RLT_14
2024,7,80003,8000,PROD,"2,083.00",70003,,RM,"2,153.00",RLT_14
2024,7,80003,8000,PROD,"2,083.00",90020,,ADD,66.00,RLT_14
2024,8,10003,8002,FIN,994.00,50003,8002,PROD,994.00,RLT_14
2024,8,50003,8002,PROD,751.00,80073,8007,PROD,953.00,RLT_14
2024,8,50003,8002,PROD,751.00,90015,,ADD,55.00,RLT_14
2024,8,50003,8002,PROD,751.00,90016,,ADD,21.00,RLT_14
2024,8,80073,8007,PROD,986.00,80013,8001,PROD,"3,886.00",RLT_14
2024,8,80073,8007,PROD,986.00,90017,,ADD,31.00,RLT_14
2024,8,80073,8007,PROD,986.00,90018,,ADD,10.00,RLT_14
2024,8,80013,8001,PROD,"1,828.00",80003,8000,PROD,"2,323.00",RLT_14
2024,8,80013,8001,PROD,"1,828.00",90019,,ADD,107.00,RLT_14
2024,8,80003,8000,PROD,"2,041.00",70003,,RM,"2,420.00",RLT_14
2024,8,80003,8000,PROD,"2,041.00",90020,,ADD,68.00,RLT_14
2024,9,10003,8002,FIN,"1,040.00",50003,8002,PROD,"1,040.00",RLT_14
2024,9,50003,8002,PROD,720.00,80073,8007,PROD,982.00,RLT_14
2024,9,50003,8002,PROD,720.00,90015,,ADD,52.00,RLT_14
2024,9,50003,8002,PROD,720.00,90016,,ADD,21.00,RLT_14
2024,9,80073,8007,PROD,977.00,80013,8001,PROD,"3,226.00",RLT_14
2024,9,80073,8007,PROD,977.00,90017,,ADD,29.00,RLT_14
2024,9,80073,8007,PROD,977.00,90018,,ADD,9.00,RLT_14
2024,9,80013,8001,PROD,"1,679.00",80003,8000,PROD,"1,910.00",RLT_14
2024,9,80013,8001,PROD,"1,679.00",90019,,ADD,91.00,RLT_14
2024,9,80003,8000,PROD,"1,924.00",70003,,RM,"2,434.00",RLT_14
2024,9,80003,8000,PROD,"1,924.00",90020,,ADD,71.00,RLT_14
2024,10,10003,8002,FIN,949.00,50003,8002,PROD,949.00,RLT_14
2024,10,50003,8002,PROD,745.00,80073,8007,PROD,820.00,RLT_14
2024,10,50003,8002,PROD,745.00,90015,,ADD,48.00,RLT_14
2024,10,50003,8002,PROD,745.00,90016,,ADD,22.00,RLT_14
2024,10,80073,8007,PROD,895.00,80013,8001,PROD,"3,258.00",RLT_14
2024,10,80073,8007,PROD,895.00,90017,,ADD,27.00,RLT_14
2024,10,80073,8007,PROD,895.00,90018,,ADD,11.00,RLT_14
2024,10,80013,8001,PROD,"1,686.00",80003,8000,PROD,"1,847.00",RLT_14
2024,10,80013,8001,PROD,"1,686.00",90019,,ADD,103.00,RLT_14
2024,10,80003,8000,PROD,"1,972.00",70003,,RM,"2,550.00",RLT_14
2024,10,80003,8000,PROD,"1,972.00",90020,,ADD,64.00,RLT_14
2024,11,10003,8002,FIN,"1,069.00",50003,8002,PROD,"1,069.00",RLT_14
2024,11,50003,8002,PROD,766.00,80073,8007,PROD,880.00,RLT_14
2024,11,50003,8002,PROD,766.00,90015,,ADD,49.00,RLT_14
2024,11,50003,8002,PROD,766.00,90016,,ADD,22.00,RLT_14
2024,11,80073,8007,PROD,816.00,80013,8001,PROD,"3,251.00",RLT_14
2024,11,80073,8007,PROD,816.00,90017,,ADD,32.00,RLT_14
2024,11,80073,8007,PROD,816.00,90018,,ADD,11.00,RLT_14
2024,11,80013,8001,PROD,"1,709.00",80003,8000,PROD,"1,871.00",RLT_14
2024,11,80013,8001,PROD,"1,709.00",90019,,ADD,100.00,RLT_14
2024,11,80003,8000,PROD,"1,887.00",70003,,RM,"2,766.00",RLT_14
2024,11,80003,8000,PROD,"1,887.00",90020,,ADD,76.00,RLT_14
2024,12,10003,8002,FIN,957.00,50003,8002,PROD,957.00,RLT_14
2024,12,50003,8002,PROD,820.00,80073,8007,PROD,998.00,RLT_14
2024,12,50003,8002,PROD,820.00,90015,,ADD,52.00,RLT_14
2024,12,50003,8002,PROD,820.00,90016,,ADD,19.00,RLT_14
2024,12,80073,8007,PROD,972.00,80013,8001,PROD,"3,635.00",RLT_14
2024,12,80073,8007,PROD,972.00,90017,,ADD,29.00,RLT_14
2024,12,80073,8007,PROD,972.00,90018,,ADD,10.00,RLT_14
2024,12,80013,8001,PROD,"1,956.00",80003,8000,PROD,"1,909.00",RLT_14
2024,12,80013,8001,PROD,"1,956.00",90019,,ADD,98.00,RLT_14
2024,12,80003,8000,PROD,"1,905.00",70003,,RM,"2,521.00",RLT_14
2024,12,80003,8000,PROD,"1,905.00",90020,,ADD,63.00,RLT_14
2024,1,10004,8002,FIN,"1,030.00",50004,8002,PROD,"1,030.00",RLT_14
2024,1,50004,8002,PROD,819.00,80074,8007,PROD,976.00,RLT_14
2024,1,50004,8002,PROD,819.00,90020,,ADD,54.00,RLT_14
2024,1,50004,8002,PROD,819.00,90021,,ADD,21.00,RLT_14
2024,1,80074,8007,PROD,963.00,80014,8001,PROD,"3,475.00",RLT_14
2024,1,80074,8007,PROD,963.00,90022,,ADD,28.00,RLT_14
2024,1,80074,8007,PROD,963.00,90023,,ADD,10.00,RLT_14
2024,1,80014,8001,PROD,"1,897.00",80004,8000,PROD,"1,688.00",RLT_14
2024,1,80014,8001,PROD,"1,897.00",90024,,ADD,97.00,RLT_14
2024,1,80004,8000,PROD,"1,803.00",70004,,RM,"2,522.00",RLT_14
2024,1,80004,8000,PROD,"1,803.00",90025,,ADD,66.00,RLT_14
2024,2,10004,8002,FIN,951.00,50004,8002,PROD,951.00,RLT_14
2024,2,50004,8002,PROD,768.00,80074,8007,PROD,783.00,RLT_14
2024,2,50004,8002,PROD,768.00,90020,,ADD,51.00,RLT_14
2024,2,50004,8002,PROD,768.00,90021,,ADD,22.00,RLT_14
2024,2,80074,8007,PROD,860.00,80014,8001,PROD,"4,022.00",RLT_14
2024,2,80074,8007,PROD,860.00,90022,,ADD,32.00,RLT_14
2024,2,80074,8007,PROD,860.00,90023,,ADD,10.00,RLT_14
2024,2,80014,8001,PROD,"1,926.00",80004,8000,PROD,"1,985.00",RLT_14
2024,2,80014,8001,PROD,"1,926.00",90024,,ADD,106.00,RLT_14
2024,2,80004,8000,PROD,"1,868.00",70004,,RM,"2,561.00",RLT_14
2024,2,80004,8000,PROD,"1,868.00",90025,,ADD,70.00,RLT_14
2024,3,10004,8002,FIN,"1,089.00",50004,8002,PROD,"1,089.00",RLT_14
2024,3,50004,8002,PROD,844.00,80074,8007,PROD,941.00,RLT_14
2024,3,50004,8002,PROD,844.00,90020,,ADD,55.00,RLT_14
2024,3,50004,8002,PROD,844.00,90021,,ADD,22.00,RLT_14
2024,3,80074,8007,PROD,905.00,80014,8001,PROD,"3,641.00",RLT_14
2024,3,80074,8007,PROD,905.00,90022,,ADD,32.00,RLT_14
2024,3,80074,8007,PROD,905.00,90023,,ADD,10.00,RLT_14
2024,3,80014,8001,PROD,"1,820.00",80004,8000,PROD,"1,885.00",RLT_14
2024,3,80014,8001,PROD,"1,820.00",90024,,ADD,108.00,RLT_14
2024,3,80004,8000,PROD,"1,923.00",70004,,RM,"2,328.00",RLT_14
2024,3,80004,8000,PROD,"1,923.00",90025,,ADD,68.00,RLT_14
2024,4,10004,8002,FIN,"1,047.00",50004,8002,PROD,"1,047.00",RLT_14
2024,4,50004,8002,PROD,780.00,80074,8007,PROD,878.00,RLT_14
2024,4,50004,8002,PROD,780.00,90020,,ADD,51.00,RLT_14
2024,4,50004,8002,PROD,780.00,90021,,ADD,22.00,RLT_14
2024,4,80074,8007,PROD,842.00,80014,8001,PROD,"3,353.00",RLT_14
2024,4,80074,8007,PROD,842.00,90022,,ADD,30.00,RLT_14
2024,4,80074,8007,PROD,842.00,90023,,ADD,10.00,RLT_14
2024,4,80014,8001,PROD,"1,749.00",80004,8000,PROD,"1,940.00",RLT_14
2024,4,80014,8001,PROD,"1,749.00",90024,,ADD,102.00,RLT_14
2024,4,80004,8000,PROD,"2,049.00",70004,,RM,"2,644.00",RLT_14
2024,4,80004,8000,PROD,"2,049.00",90025,,ADD,76.00,RLT_14
2024,5,10004,8002,FIN,"1,006.00",50004,8002,PROD,"1,006.00",RLT_14
2024,5,50004,8002,PROD,830.00,80074,8007,PROD,883.00,RLT_14
2024,5,50004,8002,PROD,830.00,90020,,ADD,47.00,RLT_14
2024,5,50004,8002,PROD,830.00,90021,,ADD,19.00,RLT_14
2024,5,80074,8007,PROD,964.00,80014,8001,PROD,"3,545.00",RLT_14
2024,5,80074,8007,PROD,964.00,90022,,ADD,32.00,RLT_14
2024,5,80074,8007,PROD,964.00,90023,,ADD,9.00,RLT_14
2024,5,80014,8001,PROD,"1,667.00",80004,8000,PROD,"2,058.00",RLT_14
2024,5,80014,8001,PROD,"1,667.00",90024,,ADD,107.00,RLT_14
2024,5,80004,8000,PROD,"2,142.00",70004,,RM,"2,926.00",RLT_14
2024,5,80004,8000,PROD,"2,142.00",90025,,ADD,64.00,RLT_14
2024,6,10004,8002,FIN,922.00,50004,8002,PROD,922.00,RLT_14
2024,6,50004,8002,PROD,746.00,80074,8007,PROD,856.00,RLT_14
2024,6,50004,8002,PROD,746.00,90020,,ADD,49.00,RLT_14
2024,6,50004,8002,PROD,746.00,90021,,ADD,21.00,RLT_14
2024,6,80074,8007,PROD,880.00,80014,8001,PROD,"3,451.00",RLT_14
2024,6,80074,8007,PROD,880.00,90022,,ADD,29.00,RLT_14
2024,6,80074,8007,PROD,880.00,90023,,ADD,10.00,RLT_14
2024,6,80014,8001,PROD,"1,783.00",80004,8000,PROD,"1,895.00",RLT_14
2024,6,80014,8001,PROD,"1,783.00",90024,,ADD,90.00,RLT_14
2024,6,80004,8000,PROD,"1,852.00",70004,,RM,"2,384.00",RLT_14
2024,6,80004,8000,PROD,"1,852.00",90025,,ADD,71.00,RLT_14
2024,7,10004,8002,FIN,"1,037.00",50004,8002,PROD,"1,037.00",RLT_14
2024,7,50004,8002,PROD,859.00,80074,8007,PROD,856.00,RLT_14
2024,7,50004,8002,PROD,859.00,90020,,ADD,47.00,RLT_14
2024,7,50004,8002,PROD,859.00,90021,,ADD,20.00,RLT_14
2024,7,80074,8007,PROD,814.00,80014,8001,PROD,"3,696.00",RLT_14
2024,7,80074,8007,PROD,814.00,90022,,ADD,33.00,RLT_14
2024,7,80074,8007,PROD,814.00,90023,,ADD,11.00,RLT_14
2024,7,80014,8001,PROD,"1,821.00",80004,8000,PROD,"1,884.00",RLT_14
2024,7,80014,8001,PROD,"1,821.00",90024,,ADD,96.00,RLT_14
2024,7,80004,8000,PROD,"2,083.00",70004,,RM,"2,153.00",RLT_14
2024,7,80004,8000,PROD,"2,083.00",90025,,ADD,66.00,RLT_14
2024,8,10004,8002,FIN,994.00,50004,8002,PROD,994.00,RLT_14
2024,8,50004,8002,PROD,751.00,80074,8007,PROD,953.00,RLT_14
2024,8,50004,8002,PROD,751.00,90020,,ADD,55.00,RLT_14
2024,8,50004,8002,PROD,751.00,90021,,ADD,21.00,RLT_14
2024,8,80074,8007,PROD,986.00,80014,8001,PROD,"3,886.00",RLT_14
2024,8,80074,8007,PROD,986.00,90022,,ADD,31.00,RLT_14
2024,8,80074,8007,PROD,986.00,90023,,ADD,10.00,RLT_14
2024,8,80014,8001,PROD,"1,828.00",80004,8000,PROD,"2,323.00",RLT_14
2024,8,80014,8001,PROD,"1,828.00",90024,,ADD,107.00,RLT_14
2024,8,80004,8000,PROD,"2,041.00",70004,,RM,"2,420.00",RLT_14
2024,8,80004,8000,PROD,"2,041.00",90025,,ADD,68.00,RLT_14
2024,9,10004,8002,FIN,"1,040.00",50004,8002,PROD,"1,040.00",RLT_14
2024,9,50004,8002,PROD,720.00,80074,8007,PROD,982.00,RLT_14
2024,9,50004,8002,PROD,720.00,90020,,ADD,52.00,RLT_14
2024,9,50004,8002,PROD,720.00,90021,,ADD,21.00,RLT_14
2024,9,80074,8007,PROD,977.00,80014,8001,PROD,"3,226.00",RLT_14
2024,9,80074,8007,PROD,977.00,90022,,ADD,29.00,RLT_14
2024,9,80074,8007,PROD,977.00,90023,,ADD,9.00,RLT_14
2024,9,80014,8001,PROD,"1,679.00",80004,8000,PROD,"1,910.00",RLT_14
2024,9,80014,8001,PROD,"1,679.00",90024,,ADD,91.00,RLT_14
2024,9,80004,8000,PROD,"1,924.00",70004,,RM,"2,434.00",RLT_14
2024,9,80004,8000,PROD,"1,924.00",90025,,ADD,71.00,RLT_14
2024,10,10004,8002,FIN,949.00,50004,8002,PROD,949.00,RLT_14
2024,10,50004,8002,PROD,745.00,80074,8007,PROD,820.00,RLT_14
2024,10,50004,8002,PROD,745.00,90020,,ADD,48.00,RLT_14
2024,10,50004,8002,PROD,745.00,90021,,ADD,22.00,RLT_14
2024,10,80074,8007,PROD,895.00,80014,8001,PROD,"3,258.00",RLT_14
2024,10,80074,8007,PROD,895.00,90022,,ADD,27.00,RLT_14
2024,10,80074,8007,PROD,895.00,90023,,ADD,11.00,RLT_14
2024,10,80014,8001,PROD,"1,686.00",80004,8000,PROD,"1,847.00",RLT_14
2024,10,80014,8001,PROD,"1,686.00",90024,,ADD,103.00,RLT_14
2024,10,80004,8000,PROD,"1,972.00",70004,,RM,"2,550.00",RLT_14
2024,10,80004,8000,PROD,"1,972.00",90025,,ADD,64.00,RLT_14
2024,11,10004,8002,FIN,"1,069.00",50004,8002,PROD,"1,069.00",RLT_14
2024,11,50004,8002,PROD,766.00,80074,8007,PROD,880.00,RLT_14
2024,11,50004,8002,PROD,766.00,90020,,ADD,49.00,RLT_14
2024,11,50004,8002,PROD,766.00,90021,,ADD,22.00,RLT_14
2024,11,80074,8007,PROD,816.00,80014,8001,PROD,"3,251.00",RLT_14
2024,11,80074,8007,PROD,816.00,90022,,ADD,32.00,RLT_14
2024,11,80074,8007,PROD,816.00,90023,,ADD,11.00,RLT_14
2024,11,80014,8001,PROD,"1,709.00",80004,8000,PROD,"1,871.00",RLT_14
2024,11,80014,8001,PROD,"1,709.00",90024,,ADD,100.00,RLT_14
2024,11,80004,8000,PROD,"1,887.00",70004,,RM,"2,766.00",RLT_14
2024,11,80004,8000,PROD,"1,887.00",90025,,ADD,76.00,RLT_14
2024,12,10004,8002,FIN,957.00,50004,8002,PROD,957.00,RLT_14
2024,12,50004,8002,PROD,820.00,80074,8007,PROD,998.00,RLT_14
2024,12,50004,8002,PROD,820.00,90020,,ADD,52.00,RLT_14
2024,12,50004,8002,PROD,820.00,90021,,ADD,19.00,RLT_14
2024,12,80074,8007,PROD,972.00,80014,8001,PROD,"3,635.00",RLT_14
2024,12,80074,8007,PROD,972.00,90022,,ADD,29.00,RLT_14
2024,12,80074,8007,PROD,972.00,90023,,ADD,10.00,RLT_14
2024,12,80014,8001,PROD,"1,956.00",80004,8000,PROD,"1,909.00",RLT_14
2024,12,80014,8001,PROD,"1,956.00",90024,,ADD,98.00,RLT_14
2024,12,80004,8000,PROD,"1,905.00",70004,,RM,"2,521.00",RLT_14
2024,12,80004,8000,PROD,"1,905.00",90025,,ADD,63.00,RLT_14
2024,1,10005,8002,FIN,975.00,50005,8002,PROD,975.00,RLT_14
2024,1,50005,8002,PROD,739.00,80075,8007,PROD,808.00,RLT_14
2024,1,50005,8002,PROD,739.00,90025,,ADD,49.00,RLT_14
2024,1,50005,8002,PROD,739.00,90026,,ADD,21.00,RLT_14
2024,1,80075,8007,PROD,897.00,80015,8001,PROD,"3,541.00",RLT_14
2024,1,80075,8007,PROD,897.00,90027,,ADD,29.00,RLT_14
2024,1,80075,8007,PROD,897.00,90028,,ADD,11.00,RLT_14
2024,1,80015,8001,PROD,"1,670.00",80005,8000,PROD,"1,909.00",RLT_14
2024,1,80015,8001,PROD,"1,670.00",90029,,ADD,96.00,RLT_14
2024,1,80005,8000,PROD,"1,904.00",70005,,RM,"2,803.00",RLT_14
2024,1,80005,8000,PROD,"1,904.00",90030,,ADD,72.00,RLT_14
2024,2,10005,8002,FIN,"1,050.00",50005,8002,PROD,"1,050.00",RLT_14
2024,2,50005,8002,PROD,811.00,80075,8007,PROD,879.00,RLT_14
2024,2,50005,8002,PROD,811.00,90025,,ADD,48.00,RLT_14
2024,2,50005,8002,PROD,811.00,90026,,ADD,20.00,RLT_14
2024,2,80075,8007,PROD,875.00,80015,8001,PROD,"3,021.00",RLT_14
2024,2,80075,8007,PROD,875.00,90027,,ADD,29.00,RLT_14
2024,2,80075,8007,PROD,875.00,90028,,ADD,11.00,RLT_14
2024,2,80015,8001,PROD,"1,635.00",80005,8000,PROD,"2,130.00",RLT_14
2024,2,80015,8001,PROD,"1,635.00",90029,,ADD,107.00,RLT_14
2024,2,80005,8000,PROD,"2,144.00",70005,,RM,"2,538.00",RLT_14
2024,2,80005,8000,PROD,"2,144.00",90030,,ADD,73.00,RLT_14
2024,3,10005,8002,FIN,955.00,50005,8002,PROD,955.00,RLT_14
2024,3,50005,8002,PROD,795.00,80075,8007,PROD,818.00,RLT_14
2024,3,50005,8002,PROD,795.00,90025,,ADD,46.00,RLT_14
2024,3,50005,8002,PROD,795.00,90026,,ADD,20.00,RLT_14
2024,3,80075,8007,PROD,894.00,80015,8001,PROD,"3,359.00",RLT_14
2024,3,80075,8007,PROD,894.00,90027,,ADD,33.00,RLT_14
2024,3,80075,8007,PROD,894.00,90028,,ADD,9.00,RLT_14
2024,3,80015,8001,PROD,"1,708.00",80005,8000,PROD,"2,035.00",RLT_14
2024,3,80015,8001,PROD,"1,708.00",90029,,ADD,91.00,RLT_14
2024,3,80005,8000,PROD,"1,854.00",70005,,RM,"2,677.00",RLT_14
2024,3,80005,8000,PROD,"1,854.00",90030,,ADD,68.00,RLT_14
2024,4,10005,8002,FIN,"1,070.00",50005,8002,PROD,"1,070.00",RLT_14
2024,4,50005,8002,PROD,805.00,80075,8007,PROD,927.00,RLT_14
2024,4,50005,8002,PROD,805.00,90025,,ADD,53.00,RLT_14
2024,4,50005,8002,PROD,805.00,90026,,ADD,20.00,RLT_14
